Date,State,District,Soil_Type,pH,EC,N,P,K,OC
10-11-2019,Haryana,Karnal,Alluvial,6.6,0.37,288,30,290,0.97
07-08-2020,Jharkhand,Ranchi,Loamy,7.1,0.49,245,16,223,0.78
12-09-2025,Chhattisgarh,Raipur,Loamy,5.6,0.11,171,29,324,0.83
18-03-2017,Uttar Pradesh,Lucknow,Alluvial,6.4,0.5,275,41,199,0.87
06-07-2015,Sikkim,Gangtok,Loamy,6.9,0.77,231,22,199,1.23
10-10-2019,Tamil Nadu,Coimbatore,Red,5.3,0.23,188,10,230,0.55
01-01-2017,Madhya Pradesh,Bhopal,Red,6.6,0.75,143,26,141,0.64
19-04-2020,Himachal Pradesh,Mandi,Loamy,7.3,0.89,175,44,235,0.98
28-04-2018,Punjab,Ludhiana,Alluvial,6.6,0.35,203,45,371,1.21
12-11-2018,West Bengal,Darjeeling,Red,5.7,0.66,201,15,250,1.01
04-03-2016,Telangana,Nizamabad,Red,5.9,0.86,163,20,156,0.8
15-12-2022,Delhi,New Delhi,Loamy,7.5,2.22,287,41,231,1.41
31-07-2018,Punjab,Amritsar,Alluvial,7.4,0.37,238,24,231,0.95
03-04-2021,Chandigarh,Chandigarh,Loamy,6.6,1.22,280,37,338,1.3
02-05-2018,Himachal Pradesh,Kangra,Sandy Loam,6.9,0.28,61,16,120,0.65
03-08-2018,Mizoram,Aizawl,Loamy,7.3,0.62,208,45,293,1.21
09-02-2017,Ladakh,Leh,Sandy Loam,6.6,0.22,92,8,171,0.57
27-01-2017,Maharashtra,Nashik,Red,6.4,0.64,189,28,252,0.81
16-05-2015,Odisha,Bhubaneswar,Red,6.4,0.36,92,12,197,0.47
02-03-2017,Gujarat,Rajkot,Sandy,6.3,0.27,122,18,135,0.61
21-07-2025,Assam,Cachar,Alluvial,6.8,1.24,274,48,243,1.33
20-06-2015,Delhi,New Delhi,Loamy,6.4,0.54,263,16,358,1.16
15-01-2021,Lakshadweep,Kavaratti,Loamy,7,1.01,203,44,194,1.08
26-02-2021,Karnataka,Hubli,Black,5.9,0.24,125,31,262,0.98
28-09-2024,Arunachal Pradesh,Itanagar,Loamy,7.1,1.04,256,23,263,0.93
30-04-2019,Uttar Pradesh,Kanpur,Alluvial,6.6,0.79,249,48,281,1.05
19-08-2017,Bihar,Purnia,Alluvial,6.2,0.18,194,26,269,1.31
14-07-2025,Mizoram,Aizawl,Loamy,7,1.26,282,47,271,0.81
15-03-2022,Mizoram,Aizawl,Loamy,6.8,0.03,264,35,342,1.07
15-10-2024,West Bengal,Darjeeling,Red,5.9,0.39,122,18,233,0.75
25-05-2017,Chandigarh,Chandigarh,Loamy,6.9,0.48,279,24,209,1.17
15-08-2021,Tamil Nadu,Madurai,Red,6,0.2,113,25,209,0.67
13-04-2015,Telangana,Hyderabad,Red,6.1,0.29,156,28,208,0.7
28-09-2017,Andaman and Nicobar Islands,Port Blair,Loamy,6.3,0.29,272,19,300,0.74
22-02-2018,Bihar,Gaya,Alluvial,6.1,0.31,267,32,351,1.42
07-04-2024,Andaman and Nicobar Islands,Port Blair,Loamy,6.2,0.49,223,26,218,1.05
12-04-2023,Odisha,Bhubaneswar,Laterite,6.1,0.67,144,23,132,0.96
16-10-2022,Uttarakhand,Dehradun,Loamy,7.1,0.39,148,26,228,0.83
21-01-2019,Andaman and Nicobar Islands,Port Blair,Loamy,6.8,0.15,126,40,254,1.11
15-01-2024,Ladakh,Leh,Sandy Loam,7,0.89,148,15,169,0.85
19-10-2016,Jammu and Kashmir,Srinagar,Loamy,7.1,0.74,182,33,346,0.7
08-01-2023,Goa,North Goa,Loamy,5.9,0.31,224,40,246,0.94
05-05-2018,Tamil Nadu,Coimbatore,Red,6.2,0.86,192,31,251,0.95
12-08-2022,Haryana,Gurgaon,Sandy,7.2,0.59,146,19,116,0.61
27-02-2016,Arunachal Pradesh,Itanagar,Loamy,6.7,0.53,249,42,226,0.73
04-03-2022,Madhya Pradesh,Bhopal,Red,7.1,0.82,103,29,141,0.59
29-01-2025,Rajasthan,Jodhpur,Desert,6.4,0.37,59,3,101,0.26
20-06-2015,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.9,0.42,222,28,324,1.14
15-06-2024,Ladakh,Leh,Sandy Loam,7.9,0.93,142,28,121,0.61
29-01-2021,Uttarakhand,Dehradun,Loamy,6.3,0.39,268,17,260,0.75
03-06-2022,Ladakh,Leh,Sandy Loam,8.2,1.22,80,30,153,0.92
28-03-2016,Tamil Nadu,Coimbatore,Alluvial,7.1,0.54,240,46,367,1.16
25-07-2021,Rajasthan,Jodhpur,Sandy,6.2,0.52,131,6,39,0.62
29-05-2020,Madhya Pradesh,Bhopal,Black,7.8,1.21,167,31,315,0.8
16-07-2019,Uttar Pradesh,Kanpur,Sandy,6.9,0.39,141,14,96,0.45
16-12-2021,Gujarat,Rajkot,Sandy,6.3,0.17,134,11,78,0.72
21-04-2022,Sikkim,Gangtok,Loamy,6.3,0.12,141,21,191,1.18
03-06-2023,Tamil Nadu,Coimbatore,Red,7.4,1.08,141,33,151,0.51
31-08-2023,Chandigarh,Chandigarh,Loamy,6.7,0.8,131,29,231,0.85
14-02-2023,Nagaland,Kohima,Loamy,5.7,0.2,268,37,322,1.1
15-08-2020,Nagaland,Kohima,Loamy,7,0.63,243,36,232,0.74
15-10-2015,Jharkhand,Ranchi,Loamy,6,0.71,179,21,253,1.12
30-06-2019,Chandigarh,Chandigarh,Loamy,6.2,0.22,236,41,282,1
23-10-2023,Uttar Pradesh,Varanasi,Sandy,6.7,0.87,150,23,114,0.65
21-07-2025,Gujarat,Surat,Black,7.4,1.6,141,23,229,1.09
18-12-2018,Gujarat,Surat,Sandy,6.1,0.16,131,9,110,0.68
28-03-2020,Chhattisgarh,Raipur,Loamy,6.7,0.14,173,40,219,1.14
30-08-2016,Andhra Pradesh,Visakhapatnam,Black,7.4,0.35,131,32,308,0.64
01-04-2016,Nagaland,Kohima,Loamy,6.1,0.5,224,31,182,0.79
31-10-2019,Madhya Pradesh,Bhopal,Black,6.3,0,224,25,244,0.6
10-05-2018,Tripura,Agartala,Loamy,6.9,0.93,143,44,327,1.21
20-05-2018,Haryana,Faridabad,Sandy,6,0.42,58,10,86,0.31
26-10-2017,Jharkhand,Ranchi,Loamy,6.7,0.66,260,38,221,1.2
25-04-2022,Lakshadweep,Kavaratti,Loamy,6.7,0.1,235,24,235,0.82
20-08-2021,Mizoram,Aizawl,Loamy,7,1.21,276,30,308,1.22
22-03-2016,Manipur,Imphal,Loamy,7,0.38,254,34,272,1.04
14-04-2017,Manipur,Imphal,Loamy,7.1,0.61,273,25,341,0.72
13-09-2023,Punjab,Amritsar,Alluvial,6.9,0.78,163,28,397,1.12
11-03-2025,Manipur,Imphal,Loamy,5.4,0.02,273,22,194,1.03
21-03-2017,Jammu and Kashmir,Srinagar,Loamy,6.7,0.5,254,26,249,0.77
25-11-2018,Goa,North Goa,Loamy,7.1,0.83,138,16,354,0.73
03-09-2023,Chandigarh,Chandigarh,Loamy,6.3,0.27,223,30,321,0.95
12-11-2018,Haryana,Faridabad,Alluvial,7.7,1.11,304,40,364,0.93
16-08-2017,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6,0.41,175,28,266,0.78
15-01-2019,Lakshadweep,Kavaratti,Loamy,6.4,0.71,257,30,314,1.15
06-12-2022,Manipur,Imphal,Loamy,7,0.68,207,31,273,1.18
19-03-2017,Nagaland,Kohima,Loamy,6.7,0.31,188,30,253,0.83
05-09-2017,Madhya Pradesh,Bhopal,Red,6.2,0.54,186,26,219,0.74
29-09-2021,Telangana,Warangal,Black,5.9,0.38,112,24,135,0.62
26-12-2016,Maharashtra,Nashik,Red,5.9,0.52,84,10,132,0.8
15-10-2024,West Bengal,Kolkata,Red,6.7,1.5,131,20,152,0.83
06-11-2021,Karnataka,Bangalore,Red,5.7,0.24,187,16,195,0.58
16-03-2024,Goa,North Goa,Loamy,7.8,1.7,225,48,308,1.38
14-11-2024,Tripura,Agartala,Loamy,7.8,1.1,169,25,216,1.34
01-05-2018,Andhra Pradesh,Chittoor,Alluvial,6.6,0.75,204,41,361,1.26
06-01-2021,Tripura,Agartala,Loamy,6.8,0.04,180,38,217,1.12
18-03-2020,Arunachal Pradesh,Itanagar,Loamy,7.2,1.12,192,42,215,1.08
07-09-2022,Lakshadweep,Kavaratti,Loamy,7.1,1.14,263,24,371,1.01
17-02-2017,Madhya Pradesh,Bhopal,Black,7,0.47,120,35,283,0.76
30-08-2017,Delhi,New Delhi,Loamy,6,0.44,230,26,309,1.28
11-09-2022,Lakshadweep,Kavaratti,Loamy,5.9,0.22,171,11,335,1.08
08-05-2023,Telangana,Hyderabad,Black,7.8,1.28,244,18,194,1.2
19-03-2019,Uttarakhand,Dehradun,Loamy,6.5,1.21,129,41,350,1.11
17-11-2018,Bihar,Muzaffarpur,Alluvial,6.2,0.6,272,21,360,1.08
10-04-2024,Telangana,Hyderabad,Red,6.4,0.39,129,19,203,0.81
24-10-2020,Tamil Nadu,Madurai,Red,5.5,0.04,184,27,216,0.48
21-08-2016,Andaman and Nicobar Islands,Port Blair,Loamy,7,0.4,209,37,189,1.06
24-02-2024,Puducherry,Puducherry,Loamy,6.4,0.63,198,24,344,1.27
13-08-2015,Rajasthan,Jaipur,Sandy,6.8,0.33,138,14,65,0.31
03-04-2019,Chandigarh,Chandigarh,Loamy,7.5,1.08,226,23,294,1
30-11-2020,Uttar Pradesh,Varanasi,Alluvial,6.8,1.1,177,41,330,1.05
17-04-2021,Punjab,Ludhiana,Alluvial,5.4,0.38,170,43,293,0.82
18-01-2024,Meghalaya,Shillong,Loamy,6.9,0.42,123,37,262,1
20-04-2017,Assam,Dibrugarh,Laterite,6.3,0.14,137,22,117,0.8
20-12-2019,Tripura,Agartala,Loamy,7.3,0.82,246,29,263,1
14-12-2016,Tamil Nadu,Chennai,Red,6.5,0.13,100,19,136,0.61
11-01-2018,Andhra Pradesh,Chittoor,Black,7.1,0.59,158,28,248,1.1
05-05-2015,Delhi,New Delhi,Loamy,6.6,0.32,138,39,269,0.74
21-11-2023,Manipur,Imphal,Loamy,5.7,0.28,152,22,198,0.89
28-12-2017,Mizoram,Aizawl,Loamy,7.5,0.74,190,34,285,1.13
16-07-2023,Puducherry,Puducherry,Loamy,5.2,0.55,141,13,306,0.87
10-01-2023,Mizoram,Aizawl,Loamy,7.4,1.19,157,24,278,1.15
03-07-2018,Bihar,Patna,Alluvial,6.5,0.19,252,43,388,1.08
17-10-2019,Madhya Pradesh,Bhopal,Red,6.5,0.33,151,11,136,0.45
30-01-2015,Bihar,Gaya,Alluvial,6.3,0.49,195,23,296,1.3
17-05-2021,Gujarat,Vadodara,Sandy,6.6,0.42,85,8,61,0.47
19-02-2023,Himachal Pradesh,Mandi,Sandy Loam,8.7,1.94,158,23,174,0.79
10-07-2020,Tamil Nadu,Coimbatore,Alluvial,5.9,0.57,200,29,324,1
22-01-2024,Delhi,New Delhi,Loamy,6.8,0.37,124,30,265,1.1
02-02-2024,Delhi,New Delhi,Loamy,6.6,0.76,209,33,339,1.16
12-08-2021,Punjab,Ludhiana,Alluvial,7.2,0.31,173,40,309,1.35
09-05-2016,Bihar,Patna,Alluvial,6.7,0.73,178,31,230,1.12
24-06-2023,Andhra Pradesh,Chittoor,Red,6,0.16,162,8,154,0.83
29-05-2019,Puducherry,Puducherry,Loamy,7,0.74,268,38,217,0.78
18-12-2016,Uttarakhand,Dehradun,Loamy,6.8,0.37,273,28,186,0.79
01-10-2024,Rajasthan,Udaipur,Desert,8.7,1.08,101,10,67,0.51
13-10-2017,Telangana,Nizamabad,Black,7.2,0.64,164,17,332,0.84
05-10-2024,Manipur,Imphal,Loamy,7.8,1.51,217,39,361,0.95
30-08-2018,Jammu and Kashmir,Srinagar,Loamy,6.7,0.76,127,21,242,1.11
28-08-2016,Tripura,Agartala,Loamy,6.3,0.67,143,23,311,0.8
10-01-2016,Himachal Pradesh,Kangra,Sandy Loam,7.2,0.34,105,11,146,0.85
10-05-2022,Mizoram,Aizawl,Loamy,6.1,0.21,249,25,207,0.68
14-05-2020,Rajasthan,Jodhpur,Desert,7.9,0.85,59,8,87,0.4
14-11-2017,Madhya Pradesh,Bhopal,Red,6.2,0.42,109,28,129,0.83
19-09-2018,Assam,Kamrup,Laterite,5.3,0.46,143,20,178,0.77
19-05-2024,Bihar,Patna,Alluvial,6.3,0.02,244,31,346,1.25
26-04-2015,Bihar,Patna,Alluvial,7.1,0.7,275,43,213,1.24
26-09-2020,West Bengal,Kolkata,Red,5.5,0.02,96,18,89,0.81
06-06-2025,Gujarat,Ahmedabad,Black,7.2,0.96,184,21,344,0.92
07-12-2019,Uttar Pradesh,Kanpur,Alluvial,7.6,1.05,218,32,392,0.87
16-11-2020,Karnataka,Mysore,Red,6,0.15,131,27,178,0.67
22-01-2019,Telangana,Nizamabad,Black,6.5,0.78,196,18,222,1.08
27-03-2019,Jharkhand,Ranchi,Loamy,6.1,0.32,206,19,247,1.28
09-06-2019,Madhya Pradesh,Bhopal,Black,8.1,1.16,234,22,349,0.8
18-09-2021,Odisha,Bhubaneswar,Laterite,6.7,0.76,91,14,95,0.65
30-12-2023,Odisha,Bhubaneswar,Laterite,6.1,0.43,81,21,186,0.7
15-11-2016,Kerala,Thrissur,Laterite,5.5,0.53,117,21,133,0.97
29-01-2023,Sikkim,Gangtok,Loamy,5.3,0.44,235,36,194,0.6
25-12-2021,Chandigarh,Chandigarh,Loamy,6.8,0.19,249,30,248,0.77
20-05-2025,Kerala,Ernakulam,Laterite,6.7,1.38,163,23,194,0.63
11-01-2019,Andaman and Nicobar Islands,Port Blair,Loamy,7.2,0.65,149,17,334,0.76
20-01-2023,Rajasthan,Udaipur,Desert,7.8,0.38,64,13,117,0.35
19-05-2019,Karnataka,Hubli,Black,7.8,0.99,191,25,238,0.81
24-04-2021,Nagaland,Kohima,Loamy,6.6,0.75,172,30,197,1.17
01-12-2022,Uttarakhand,Dehradun,Loamy,6.8,0.45,204,41,188,1.26
08-12-2020,Kerala,Thrissur,Laterite,6.9,0.79,162,24,97,1.03
20-03-2017,Tamil Nadu,Coimbatore,Red,6.3,0.27,95,21,108,0.5
04-09-2017,Puducherry,Puducherry,Loamy,6,0.27,238,14,183,1.2
02-10-2020,Tamil Nadu,Coimbatore,Alluvial,7.5,0.87,227,26,225,1.46
25-05-2023,Tripura,Agartala,Loamy,7.8,1.88,163,36,272,0.97
16-09-2018,Bihar,Purnia,Alluvial,6.6,0.25,222,36,223,1.03
22-02-2017,Chandigarh,Chandigarh,Loamy,6.3,0.66,269,25,212,1.18
29-08-2015,Chandigarh,Chandigarh,Loamy,6.1,0.51,257,44,225,0.88
14-11-2019,Madhya Pradesh,Bhopal,Red,5.1,0.18,83,25,138,0.54
03-04-2019,Maharashtra,Nashik,Red,6.7,0.52,173,14,182,0.88
27-04-2016,Haryana,Hisar,Alluvial,7,0.42,197,49,374,0.82
09-10-2017,Telangana,Warangal,Black,7.3,0.49,105,15,266,0.79
06-07-2015,Nagaland,Kohima,Loamy,6.9,0.71,225,28,358,0.88
25-02-2020,Jammu and Kashmir,Srinagar,Loamy,7.5,1.47,198,23,262,0.92
27-05-2022,Tripura,Agartala,Loamy,6.5,0.78,258,44,197,1.19
28-04-2021,Mizoram,Aizawl,Loamy,7.6,0.97,284,46,307,1.25
10-08-2017,Lakshadweep,Kavaratti,Loamy,6.8,0.65,255,42,308,0.72
19-10-2018,Telangana,Hyderabad,Black,7.2,0.72,181,38,328,0.91
05-05-2016,Gujarat,Rajkot,Sandy,6.6,0.15,116,17,90,0.3
06-03-2016,Madhya Pradesh,Bhopal,Red,6.6,0.46,118,23,201,0.49
27-08-2015,Uttarakhand,Dehradun,Loamy,7,0.77,136,43,343,0.91
09-06-2021,Chhattisgarh,Raipur,Loamy,6.6,1.18,181,24,211,0.87
03-06-2021,Ladakh,Leh,Sandy Loam,7.5,0.73,120,26,179,0.86
17-03-2015,Uttar Pradesh,Lucknow,Sandy,6.4,0.25,139,19,130,0.68
29-04-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,4.3,1.57,217,29,206,0.51
18-09-2018,Jharkhand,Ranchi,Loamy,7.3,0.73,278,36,207,0.92
07-04-2020,Uttar Pradesh,Lucknow,Alluvial,7,0.94,198,47,261,1.35
05-05-2023,Sikkim,Gangtok,Loamy,8.1,1.56,132,25,257,0.92
17-11-2019,Kerala,Thrissur,Red,5.7,0.38,184,21,243,0.42
13-05-2022,Lakshadweep,Kavaratti,Loamy,4.7,0.59,184,36,296,0.88
15-09-2024,Uttarakhand,Dehradun,Loamy,8.2,1.67,240,40,359,1.34
06-04-2017,Delhi,New Delhi,Loamy,6.3,0.72,268,18,283,0.96
19-05-2021,Punjab,Patiala,Alluvial,7.2,1.65,164,42,264,1.36
13-08-2016,Madhya Pradesh,Bhopal,Red,6.1,0.62,183,16,178,0.58
20-10-2020,Maharashtra,Pune,Black,6.4,0.42,99,21,326,0.63
17-02-2024,Sikkim,Gangtok,Loamy,8.1,2.15,279,39,237,1.41
13-07-2022,Nagaland,Kohima,Loamy,5.9,0.1,146,36,191,0.74
17-03-2020,Andaman and Nicobar Islands,Port Blair,Loamy,7,1.22,157,46,241,1.32
25-03-2020,Meghalaya,Shillong,Loamy,6.3,0.49,150,26,192,0.83
28-07-2016,Jammu and Kashmir,Srinagar,Loamy,6,0.52,145,38,268,1.14
06-05-2023,Puducherry,Puducherry,Loamy,7.1,1.42,153,45,200,1.05
10-06-2017,Assam,Tinsukia,Laterite,5.6,0.43,118,19,183,0.57
21-08-2020,Bihar,Patna,Alluvial,6.7,1.11,235,24,211,1.37
21-05-2015,Chhattisgarh,Raipur,Loamy,7,0.42,159,44,298,0.8
25-11-2019,Jharkhand,Ranchi,Loamy,7.1,0.85,148,39,237,1.07
05-12-2024,Andaman and Nicobar Islands,Port Blair,Loamy,6.6,0.48,158,36,280,0.93
17-01-2015,Lakshadweep,Kavaratti,Loamy,6.4,0.7,202,43,315,1.02
22-12-2017,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.1,0.33,145,28,308,1.15
10-09-2015,Arunachal Pradesh,Itanagar,Loamy,6.6,0.52,168,29,273,1.06
09-04-2016,Kerala,Thrissur,Red,5.9,0.58,120,27,218,0.67
11-01-2016,Uttarakhand,Dehradun,Loamy,6.7,0.75,251,43,221,1.3
02-01-2020,Chhattisgarh,Raipur,Loamy,7.2,0.44,218,16,210,1.05
17-04-2023,Uttarakhand,Dehradun,Loamy,7.2,1.09,151,37,289,0.81
03-06-2016,Tamil Nadu,Madurai,Red,6,0.62,186,15,132,0.85
04-02-2020,Delhi,New Delhi,Loamy,6.4,0.4,128,20,196,0.99
31-03-2015,Bihar,Purnia,Alluvial,7.5,0.67,240,35,323,1.06
20-12-2016,Rajasthan,Jaipur,Sandy,6.6,0.51,115,17,60,0.68
22-10-2022,Telangana,Hyderabad,Red,5.9,0.33,160,25,142,0.81
14-10-2022,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.8,0.55,269,20,183,0.8
21-09-2016,Telangana,Nizamabad,Black,7.4,0.3,190,37,198,0.66
28-02-2020,Jharkhand,Ranchi,Loamy,6.1,0.46,257,38,283,1.2
21-11-2023,Arunachal Pradesh,Itanagar,Loamy,5.4,0.11,131,26,249,0.79
17-03-2015,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6.7,0.54,189,16,305,0.71
01-02-2025,Tripura,Agartala,Loamy,7.6,1.04,145,31,293,0.95
14-07-2017,Bihar,Gaya,Alluvial,6.3,0.47,154,47,292,1.46
23-03-2025,Karnataka,Hubli,Black,7.5,1.16,246,25,285,1.03
13-09-2021,Mizoram,Aizawl,Loamy,7,0.74,264,44,297,0.84
11-12-2019,Arunachal Pradesh,Itanagar,Loamy,6.5,0.36,160,37,290,1.16
27-08-2017,Goa,North Goa,Loamy,6.4,0.69,130,32,200,0.91
30-12-2017,Himachal Pradesh,Mandi,Sandy Loam,7.1,0.4,136,14,133,0.51
21-07-2020,Chhattisgarh,Raipur,Loamy,5.7,0.03,132,33,202,0.98
26-11-2023,Punjab,Amritsar,Alluvial,7.6,1.6,197,35,249,1.45
01-10-2023,Andaman and Nicobar Islands,Port Blair,Loamy,6.4,0.25,180,27,217,1.07
05-11-2018,Rajasthan,Jaipur,Sandy,5.8,0.01,110,13,73,0.62
18-03-2024,Himachal Pradesh,Mandi,Loamy,8.3,2.7,257,32,261,1.36
15-10-2022,West Bengal,Howrah,Alluvial,4.9,1.39,139,24,250,1.13
14-07-2015,Haryana,Faridabad,Sandy,6.3,0.35,139,6,121,0.66
16-08-2015,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7,0.43,187,22,236,1.28
03-08-2024,Punjab,Ludhiana,Alluvial,8.2,1.52,309,50,318,1.12
30-12-2018,Uttarakhand,Dehradun,Loamy,6,0.48,177,36,182,1.19
25-07-2025,Haryana,Faridabad,Alluvial,5.4,0.14,201,41,230,0.78
05-04-2016,Rajasthan,Jaipur,Sandy,6.4,0.25,112,13,89,0.42
09-09-2016,West Bengal,Darjeeling,Red,5.7,0.33,96,25,99,0.58
20-06-2023,Tamil Nadu,Chennai,Alluvial,6.6,0.58,234,28,267,1.02
05-03-2015,Goa,North Goa,Loamy,6.6,0.44,135,21,274,0.85
21-01-2021,Assam,Cachar,Laterite,5.2,0.28,144,13,133,0.87
05-09-2020,Chhattisgarh,Raipur,Loamy,6.2,0.44,146,20,289,0.85
05-04-2024,Himachal Pradesh,Mandi,Loamy,6.6,0.74,242,31,344,0.78
18-05-2023,Gujarat,Rajkot,Black,7.8,0.71,175,37,321,0.85
12-10-2015,Bihar,Purnia,Alluvial,7.2,0.61,211,49,206,1.07
11-08-2019,Chhattisgarh,Raipur,Loamy,6.3,0.77,236,21,210,0.74
17-05-2021,Karnataka,Mysore,Red,5.6,0.5,192,27,153,0.82
17-04-2017,Manipur,Imphal,Loamy,6.2,0.49,271,38,332,1.02
10-04-2017,Puducherry,Puducherry,Loamy,6.6,0.72,197,27,244,0.8
02-04-2018,Madhya Pradesh,Bhopal,Red,6.8,0.8,195,28,131,0.5
13-02-2023,Gujarat,Ahmedabad,Black,9.5,2.66,169,47,262,1.2
12-08-2015,Goa,North Goa,Loamy,6.4,0.77,173,39,335,0.74
22-02-2017,Chandigarh,Chandigarh,Loamy,6.8,0.73,190,32,210,0.9
23-10-2023,Sikkim,Gangtok,Loamy,6.8,1.42,276,25,350,0.92
01-04-2023,Tripura,Agartala,Loamy,7.9,1.95,188,38,286,1.28
07-08-2017,West Bengal,Howrah,Red,7.1,1.08,149,22,130,0.49
29-06-2023,Punjab,Ludhiana,Alluvial,6.7,0.37,185,35,352,1.32
14-02-2015,Assam,Cachar,Alluvial,7.4,0.48,281,21,301,1.45
16-12-2019,Chhattisgarh,Raipur,Loamy,6.1,0.53,119,16,261,0.74
15-04-2016,Andhra Pradesh,Chittoor,Black,7.1,0.46,238,37,298,0.99
12-09-2020,Manipur,Imphal,Loamy,5.7,0.1,139,26,253,1.06
24-05-2022,Uttar Pradesh,Lucknow,Alluvial,5.7,0.12,278,33,243,0.79
30-07-2024,Assam,Dibrugarh,Alluvial,7.6,1.11,221,40,262,1.02
09-04-2017,Puducherry,Puducherry,Loamy,6.3,0.75,217,32,271,0.83
24-03-2020,Chhattisgarh,Raipur,Loamy,7,0.63,170,38,198,1.15
18-03-2021,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,6,0.11,133,30,206,0.91
06-03-2020,Madhya Pradesh,Bhopal,Red,5.3,0.12,115,25,139,0.46
25-01-2022,Andhra Pradesh,Krishna,Red,7.4,1.41,129,20,260,0.92
22-11-2016,Sikkim,Gangtok,Loamy,7.1,0.61,228,39,246,0.82
22-10-2018,Manipur,Imphal,Loamy,7,0.65,165,35,296,1.06
20-07-2017,Uttar Pradesh,Varanasi,Sandy,7.1,0.74,81,9,76,0.47
20-04-2017,Nagaland,Kohima,Loamy,6.4,0.31,136,18,241,1.01
11-06-2025,Himachal Pradesh,Shimla,Sandy Loam,6.7,0.78,122,25,93,0.5
17-05-2023,Andhra Pradesh,Krishna,Red,6.9,0.45,85,29,208,0.9
22-04-2020,Himachal Pradesh,Shimla,Sandy Loam,7.1,0.68,114,28,181,0.49
23-04-2019,Tamil Nadu,Madurai,Alluvial,7,0.46,175,35,296,1.07
14-03-2022,Arunachal Pradesh,Itanagar,Loamy,6,0.23,198,32,178,1.21
23-09-2023,Maharashtra,Nashik,Red,5.8,0.13,142,26,228,0.56
05-04-2021,Nagaland,Kohima,Loamy,6,0.06,154,28,233,0.86
29-04-2024,Meghalaya,Shillong,Loamy,6,0.28,171,27,342,1.06
24-10-2021,Andaman and Nicobar Islands,Port Blair,Loamy,6.7,0.1,244,38,303,1.05
28-05-2015,Karnataka,Hubli,Red,5.8,0.51,142,26,235,0.48
29-10-2017,Goa,North Goa,Loamy,6.4,0.39,263,38,181,0.81
04-08-2018,Assam,Dibrugarh,Laterite,6.5,0.34,141,19,122,0.75
23-01-2016,Maharashtra,Mumbai,Black,7,0.87,164,16,343,0.92
19-07-2023,Arunachal Pradesh,Itanagar,Loamy,5.4,0.01,207,26,259,0.77
17-02-2020,Lakshadweep,Kavaratti,Loamy,7.4,0.72,148,44,233,1.25
28-10-2024,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,5.8,0.16,210,20,330,1.08
04-07-2017,Karnataka,Belgaum,Black,7.9,0.83,122,39,276,0.99
22-02-2020,Sikkim,Gangtok,Loamy,5.9,0.2,231,40,185,0.81
09-05-2022,Assam,Cachar,Alluvial,8.9,2.41,199,34,308,1.02
06-01-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,Loamy,7.9,1.4,231,48,370,0.83
06-04-2025,Delhi,New Delhi,Loamy,7.2,1.98,218,42,368,1.08
05-10-2015,Telangana,Hyderabad,Red,6.7,0.52,102,21,149,0.49
31-05-2020,Andhra Pradesh,Chittoor,Black,6.6,0.53,184,34,197,1.14
03-02-2020,Manipur,Imphal,Loamy,5.8,0.04,189,38,194,1.18
25-04-2023,Uttarakhand,Dehradun,Loamy,6.6,0.84,259,35,303,0.83
25-03-2024,Uttarakhand,Dehradun,Loamy,7.3,1.5,278,20,274,1
31-12-2019,Kerala,Ernakulam,Laterite,7.3,1.47,143,23,206,0.59
21-03-2022,Assam,Dibrugarh,Laterite,6.2,0.04,124,15,182,0.97
08-01-2020,Chandigarh,Chandigarh,Loamy,6.1,0.69,179,19,254,1.3
20-05-2022,Lakshadweep,Kavaratti,Loamy,6.1,0.21,165,19,278,0.73
09-09-2016,Tamil Nadu,Chennai,Alluvial,6.6,0.2,195,28,337,0.99
19-06-2019,Arunachal Pradesh,Itanagar,Loamy,6.3,0.4,162,26,204,0.86
22-12-2020,Gujarat,Ahmedabad,Black,7.1,0.13,127,16,212,0.95
02-08-2016,Puducherry,Puducherry,Loamy,7.1,0.53,205,27,279,1.29
16-03-2018,Lakshadweep,Kavaratti,Loamy,5.8,0.31,139,16,289,0.8
04-05-2016,Lakshadweep,Kavaratti,Loamy,6.8,0.48,171,18,350,1.19
30-11-2021,Maharashtra,Nashik,Red,6.5,0.4,135,26,196,0.69
28-03-2018,Assam,Cachar,Alluvial,7.3,1.01,214,44,225,1.35
19-01-2016,Lakshadweep,Kavaratti,Loamy,6.8,0.45,161,30,200,0.86
12-06-2015,Ladakh,Leh,Sandy Loam,6.4,0.16,121,20,79,0.42
24-10-2021,Mizoram,Aizawl,Loamy,5.7,0.26,223,40,290,1.23
20-02-2020,Assam,Cachar,Alluvial,7.9,1.23,164,29,323,1.2
27-04-2018,Jharkhand,Ranchi,Loamy,6.3,0.32,248,42,273,0.87
